datetime,moist
14:35:39,478
14:35:42,533
14:35:45,510
14:35:48,449
14:35:51,481
14:35:54,521
14:35:58,494
14:36:01,452
14:36:04,494
14:36:07,532
14:36:10,503
14:36:13,454
14:36:16,479
14:36:19,525
14:36:22,513
14:36:25,481
14:36:28,498
14:36:31,547
14:36:34,475
14:36:37,483
14:36:40,492
14:36:43,536
14:36:46,510
14:36:49,503
14:36:52,506
14:36:55,505
14:36:58,501
14:37:01,456
14:37:04,452
14:37:07,493
14:37:10,482
14:37:13,528
14:37:16,541
14:37:19,506
14:37:22,490
14:37:25,466
14:37:28,450
14:37:31,438
14:37:34,485
14:37:37,484
14:37:40,490
14:37:43,485
14:37:46,483
14:37:49,485
14:37:52,471
14:37:55,448
14:37:58,478
14:38:01,480
14:38:04,476
14:38:07,484
14:38:10,487
14:38:13,489
14:38:16,490
14:38:19,485
14:38:22,511
14:38:25,543
14:38:28,545
14:38:31,554
14:38:34,542
14:38:37,499
14:38:40,490
14:38:43,483
14:38:46,474
14:38:49,441
14:38:53,476
14:38:56,493
14:38:59,507
14:39:02,511
14:39:05,551
14:39:08,534
14:39:11,511
14:39:14,499
14:39:17,487
14:39:20,491
14:39:23,460
14:39:26,472
14:39:29,505
14:39:32,500
14:39:35,567
14:39:38,507
14:39:41,493
14:39:44,479
14:39:47,451
14:39:50,477
14:39:53,491
14:39:56,512
14:39:59,476
14:40:02,474
14:40:05,497
14:40:08,480
14:40:11,488
14:40:14,494
14:40:17,466
14:40:20,441
14:40:23,484
14:40:26,498
14:40:29,530
14:40:32,505
14:40:35,477
14:40:38,487
14:40:41,479
14:40:44,521
14:40:47,513
14:40:50,456
14:40:53,484
14:40:56,492
14:40:59,527
14:41:02,537
14:41:05,510
14:41:08,496
14:41:11,451
14:41:14,496
14:41:17,561
14:41:20,487
14:41:23,492
14:41:26,511
14:41:29,507
14:41:32,467
14:41:35,491
14:41:38,527
14:41:41,507
14:41:45,494
14:41:48,491
14:41:51,541
14:41:54,504
14:41:57,488
14:42:00,533
14:42:03,511
14:42:06,455
14:42:09,495
14:42:12,567
14:42:15,480
14:42:18,504
14:42:21,510
14:42:24,462
14:42:27,482
14:42:30,519
14:42:33,483
14:42:36,522
14:42:39,497
14:42:42,487
14:42:45,523
14:42:48,510
14:42:51,462
14:42:54,499
14:42:57,510
14:43:00,511
14:43:03,481
14:43:06,499
14:43:09,514
14:43:12,510
14:43:15,443
14:43:18,480
14:43:21,540
14:43:24,516
14:43:27,471
14:43:30,490
14:43:33,493
14:43:36,545
14:43:39,511
14:43:42,459
14:43:45,498
14:43:48,569
14:43:51,488
14:43:54,490
14:43:57,548
14:44:00,486
14:44:03,499
14:44:06,518
14:44:09,458
14:44:12,506
14:44:15,506
14:44:18,472
14:44:21,521
14:44:24,475
14:44:27,511
14:44:30,518
14:44:33,503
14:44:36,495
14:44:39,482
14:44:43,507
14:44:46,491
14:44:49,517
14:44:52,489
14:44:55,512
14:44:58,488
14:45:01,569
14:45:04,448
14:45:07,527
14:45:10,468
14:45:13,541
14:45:16,479
14:45:19,518
14:45:22,505
14:45:25,492
14:45:28,503
14:45:31,513
14:45:34,480
14:45:37,492
14:45:40,530
14:45:43,516
14:45:46,504
14:45:49,488
14:45:52,458
14:45:55,490
14:45:58,494
14:46:01,498
14:46:04,499
14:46:07,512
14:46:10,498
14:46:13,500
14:46:16,527
14:46:19,543
14:46:22,550
14:46:25,515
14:46:28,510
14:46:31,530
14:46:34,528
14:46:37,515
14:46:40,505
14:46:43,493
14:46:46,445
14:46:49,485
14:46:52,502
14:46:55,521
14:46:58,519
14:47:01,496
14:47:04,485
14:47:07,469
14:47:10,453
14:47:13,502
14:47:16,495
14:47:19,504
14:47:22,507
14:47:25,510
14:47:28,512
14:47:31,509
14:47:35,509
14:47:38,510
14:47:41,512
14:47:44,509
14:47:47,510
14:47:50,512
14:47:53,516
14:47:56,566
14:47:59,528
14:48:02,508
14:48:05,498
14:48:08,503
14:48:11,560
14:48:14,573
14:48:17,513
14:48:20,484
14:48:23,492
14:48:26,499
14:48:29,515
14:48:32,458
14:48:35,507
14:48:38,509
14:48:41,498
14:48:44,479
14:48:47,513
14:48:50,523
14:48:53,521
14:48:56,494
14:48:59,516
14:49:02,559
14:49:05,513
14:49:08,492
14:49:11,443
14:49:14,503
14:49:17,507
14:49:20,575
14:49:23,505
14:49:26,524
14:49:29,454
14:49:32,493
14:49:35,505
14:49:38,552
14:49:41,562
14:49:44,579
14:49:47,558
14:49:50,555
14:49:53,519
14:49:56,513
14:49:59,509
14:50:02,515
14:50:05,515
14:50:08,514
14:50:11,516
14:50:14,515
14:50:17,517
14:50:20,517
14:50:23,547
14:50:26,520
14:50:29,516
14:50:33,515
14:50:36,515
14:50:39,518
14:50:42,517
14:50:45,512
14:50:48,513
14:50:51,516
14:50:54,515
14:50:57,520
14:51:00,514
14:51:03,514
14:51:06,517
14:51:09,586
14:51:12,552
14:51:15,558
14:51:18,537
14:51:21,564
14:51:24,519
14:51:27,517
14:51:30,514
14:51:33,512
14:51:36,516
14:51:39,490
14:51:42,473
14:51:45,505
14:51:48,530
14:51:51,542
14:51:54,510
14:51:57,487
14:52:00,498
14:52:03,477
14:52:06,527
14:52:09,491
14:52:12,464
14:52:15,482
14:52:18,486
14:52:21,521
14:52:24,576
14:52:27,545
14:52:30,516
14:52:33,511
14:52:36,494
14:52:39,526
14:52:42,522
14:52:45,514
14:52:48,504
14:52:51,510
14:52:54,515
14:52:57,498
14:53:00,529
14:53:03,509
14:53:06,518
14:53:09,553
14:53:12,515
14:53:15,501
14:53:18,448
14:53:22,512
14:53:25,522
14:53:28,576
14:53:31,503
14:53:34,460
14:53:37,519
14:53:40,517
14:53:43,568
14:53:46,529
14:53:49,493
14:53:52,465
14:53:55,517
14:53:58,547
14:54:01,513
14:54:04,498
14:54:07,460
14:54:10,494
14:54:13,505
14:54:16,507
14:54:19,459
14:54:22,485
14:54:25,514
14:54:28,584
14:54:31,513
14:54:34,480
14:54:37,530
14:54:40,519
14:54:43,453
14:54:46,501
14:54:49,522
14:54:52,524
14:54:55,503
14:54:58,490
14:55:01,512
14:55:04,551
14:55:07,546
14:55:10,514
14:55:13,472
14:55:16,496
14:55:19,546
14:55:22,563
14:55:25,478
14:55:28,509
14:55:31,539
14:55:34,482
14:55:37,497
14:55:40,507
14:55:43,544
14:55:46,519
14:55:49,522
14:55:52,452
14:55:55,495
14:55:58,503
14:56:01,556
14:56:04,527
14:56:07,507
14:56:10,495
14:56:13,501
14:56:16,521
14:56:20,502
14:56:23,461
14:56:26,503
14:56:29,520
14:56:32,551
14:56:35,508
14:56:38,454
14:56:41,498
14:56:44,543
14:56:47,524
14:56:50,472
14:56:53,502
14:56:56,567
14:56:59,562
14:57:02,517
14:57:05,499
14:57:08,472
14:57:11,503
14:57:14,532
14:57:17,541
14:57:20,580
14:57:23,531
14:57:26,526
14:57:29,525
14:57:32,509
14:57:35,470
14:57:38,428
14:57:41,500
14:57:44,499
14:57:47,482
14:57:50,508
14:57:53,509
14:57:56,506
14:57:59,500
14:58:02,443
14:58:05,506
14:58:08,515
14:58:11,558
14:58:14,532
14:58:17,507
14:58:20,500
14:58:23,484
14:58:26,506
14:58:29,508
14:58:32,523
14:58:35,570
14:58:38,542
14:58:41,496
14:58:44,528
14:58:47,521
14:58:50,547
14:58:53,520
14:58:56,503
14:58:59,497
14:59:02,452
14:59:05,515
14:59:08,528
14:59:12,523
14:59:15,527
14:59:18,511
14:59:21,523
14:59:24,469
14:59:27,461
14:59:30,504
14:59:33,510
14:59:36,543
14:59:39,528
14:59:42,485
14:59:45,507
14:59:48,548
14:59:51,526
14:59:54,496
14:59:57,498
15:00:00,519
15:00:03,469
15:00:06,514
15:00:09,519
15:00:12,467
15:00:15,516
15:00:18,521
15:00:21,468
15:00:24,495
15:00:27,548
15:00:30,515
15:00:33,483
15:00:36,548
15:00:39,503
15:00:42,508
15:00:45,462
15:00:48,503
15:00:51,545
15:00:54,515
15:00:57,496
15:01:00,491
15:01:03,519
15:01:06,523
15:01:09,494
15:01:12,555
15:01:15,465
15:01:18,521
15:01:21,519
15:01:24,501
15:01:27,556
15:01:30,472
15:01:33,498
15:01:36,511
15:01:39,539
15:01:42,506
15:01:45,471
15:01:48,512
15:01:51,516
15:01:54,509
15:01:57,500
15:02:00,518
15:02:04,509
15:02:07,504
15:02:10,505
15:02:13,513
15:02:16,518
15:02:19,531
15:02:22,511
15:02:25,523
15:02:28,530
15:02:31,521
15:02:34,523
15:02:37,505
15:02:40,515
15:02:43,535
15:02:46,514
15:02:49,510
15:02:52,528
15:02:55,523
15:02:58,510
15:03:01,518
15:03:04,524
15:03:07,516
15:03:10,523
15:03:13,531
15:03:16,511
15:03:19,514
15:03:22,530
15:03:25,503
15:03:28,529
15:03:31,545
15:03:34,516
15:03:37,531
15:03:40,532
15:03:43,521
15:03:46,528
15:03:49,511
15:03:52,513
15:03:55,530
15:03:58,526
15:04:01,537
15:04:04,529
15:04:07,523
15:04:10,512
15:04:13,516
15:04:16,524
15:04:19,534
15:04:22,519
15:04:25,535
15:04:28,505
15:04:31,533
15:04:34,523
15:04:37,533
15:04:40,511
15:04:43,517
15:04:46,523
15:04:49,540
15:04:52,522
15:04:55,515
15:04:59,534
15:05:02,518
15:05:05,537
15:05:08,523
15:05:11,535
15:05:14,517
15:05:17,527
15:05:20,540
15:05:23,520
15:05:26,518
15:05:29,529
15:05:32,519
15:05:35,526
15:05:38,533
15:05:41,496
15:05:44,545
15:05:47,516
15:05:50,533
15:05:53,520
15:05:56,540
15:05:59,540
15:06:02,521
15:06:05,538
15:06:08,526
15:06:11,517
15:06:14,542
15:06:17,532
15:06:20,522
15:06:23,521
15:06:26,529
15:06:29,526
15:06:32,531
15:06:35,521
15:06:38,538
15:06:41,531
15:06:44,494
15:06:47,537
15:06:50,521
15:06:53,507
15:06:56,533
15:06:59,507
15:07:02,515
15:07:05,523
15:07:08,505
15:07:11,520
15:07:14,511
15:07:17,409
15:07:20,510
15:07:23,499
15:07:26,516
15:07:29,524
15:07:32,507
15:07:35,514
15:07:38,526
15:07:41,504
15:07:44,436
15:07:47,453
15:07:51,447
15:07:54,448
15:07:57,438
15:08:00,431
15:08:03,440
15:08:06,409
15:08:09,439
15:08:12,440
15:08:15,440
15:08:18,435
15:08:21,437
15:08:24,444
15:08:27,376
15:08:30,406
15:08:33,414
15:08:36,426
15:08:39,431
15:08:42,418
15:08:45,409
15:08:48,397
15:08:51,411
15:08:54,414
15:08:57,407
15:09:00,389
15:09:03,396
15:09:06,384
15:09:09,456
15:09:12,496
15:09:15,489
15:09:18,470
15:09:21,446
15:09:24,436
15:09:27,444
15:09:30,449
15:09:33,429
15:09:36,457
15:09:39,418
15:09:42,407
15:09:45,418
15:09:48,417
15:09:51,422
15:09:54,440
15:09:57,430
15:10:00,429
15:10:03,406
15:10:06,413
15:10:09,429
15:10:12,439
15:10:15,424
15:10:18,444
15:10:21,447
15:10:24,444
15:10:27,412
15:10:30,433
15:10:33,439
15:10:36,431
15:10:39,391
15:10:43,425
15:10:46,418
15:10:49,415
15:10:52,441
15:10:55,353
15:10:58,274
15:11:01,281
15:11:04,250
15:11:07,229
15:11:10,231
15:11:13,256
15:11:16,227
15:11:19,229
15:11:22,234
15:11:25,228
15:11:28,218
15:11:31,344
15:11:34,315
15:11:37,249
15:11:40,242
15:11:43,297
15:11:46,254
15:11:49,273
15:11:52,322
15:11:55,270
15:11:58,281
15:12:01,271
15:12:04,298
15:12:07,200
15:12:10,273
15:12:13,115
15:12:16,126
15:12:19,135
15:12:22,95
15:12:25,318
15:12:28,329
15:12:31,349
15:12:34,321
15:12:37,326
15:12:40,343
15:12:43,304
15:12:46,289
15:12:49,310
15:12:52,331
15:12:55,307
15:12:58,351
15:13:01,319
15:13:04,335
15:13:07,276
15:13:10,340
15:13:13,326
15:13:16,330
15:13:19,310
15:13:22,318
15:13:25,316
15:13:28,333
15:13:32,329
15:13:35,306
15:13:38,311
15:13:41,307
15:13:44,299
15:13:47,303
15:13:50,283
15:13:53,329
15:13:56,326
15:13:59,319
15:14:02,326
15:14:05,336
15:14:08,320
15:14:11,340
15:14:14,330
15:14:17,335
15:14:20,326
15:14:23,304
15:14:26,313
15:14:29,297
15:14:32,307
15:14:35,311
15:14:38,307
15:14:41,312
15:14:44,302
15:14:47,324
15:14:50,315
15:14:53,328
15:14:56,302
15:14:59,337
15:15:02,298
15:15:05,284
15:15:08,316
15:15:11,304
15:15:14,324
15:15:17,308
15:15:20,276
15:15:23,328
15:15:26,321
15:15:29,288
15:15:32,322
15:15:35,302
15:15:38,312
15:15:41,324
15:15:44,318
15:15:47,298
15:15:50,314
15:15:53,326
15:15:56,300
15:15:59,305
15:16:02,325
15:16:05,290
15:16:08,307
15:16:11,314
15:16:14,317
15:16:17,325
15:16:21,300
15:16:24,298
15:16:27,286
15:16:30,302
15:16:33,333
15:16:36,295
15:16:39,325
15:16:42,298
15:16:45,307
15:16:48,330
15:16:51,296
15:16:54,293
15:16:57,328
15:17:00,313
15:17:03,290
15:17:06,314
15:17:09,290
15:17:12,328
15:17:15,287
15:17:18,309
15:17:21,309
15:17:24,327
15:17:27,315
15:17:30,331
15:17:33,235
15:17:36,297
15:17:39,324
15:17:42,295
15:17:45,301
15:17:48,296
15:17:51,298
15:17:54,304
15:17:57,336
15:18:00,312
15:18:03,325
15:18:06,330
15:18:09,316
15:18:12,314
15:18:15,313
15:18:18,303
15:18:21,319
15:18:24,316
15:18:27,323
15:18:30,319
15:18:33,326
15:18:36,327
15:18:39,341
15:18:42,321
15:18:45,313
15:18:48,314
15:18:51,288
15:18:54,243
15:18:57,329
15:19:00,308
15:19:03,293
15:19:07,321
15:19:10,273
15:19:13,300
15:19:16,280
15:19:19,301
15:19:22,300
15:19:25,271
15:19:28,280
15:19:31,273
15:19:34,265
15:19:37,281
15:19:40,259
15:19:43,285
15:19:46,269
15:19:49,251
15:19:52,285
15:19:55,261
15:19:58,285
15:20:01,251
15:20:04,243
15:20:07,285
15:20:10,262
15:20:13,245
15:20:16,254
15:20:19,245
15:20:22,281
15:20:25,245
15:20:28,271
15:20:31,223
15:20:34,224
15:20:37,291
15:20:40,253
15:20:43,241
15:20:46,228
15:20:49,231
15:20:52,244
15:20:55,261
15:20:58,220
15:21:01,266
15:21:04,235
15:21:07,262
15:21:10,243
15:21:13,227
15:21:16,240
15:21:19,256
15:21:22,192
15:21:25,271
15:21:28,235
15:21:31,242
15:21:34,255
15:21:37,210
15:21:40,237
15:21:43,263
15:21:46,159
15:21:49,189
15:21:53,255
15:21:56,251
15:21:59,202
15:22:02,241
15:22:05,244
15:22:08,211
15:22:11,250
15:22:14,231
15:22:17,243
15:22:20,206
15:22:23,231
15:22:26,249
15:22:29,201
15:22:32,268
15:22:35,221
15:22:38,241
15:22:41,202
15:22:44,216
15:22:47,239
15:22:50,140
15:22:53,248
15:22:56,225
15:22:59,242
15:23:02,246
15:23:05,205
15:23:08,244
15:23:11,216
15:23:14,216
15:23:17,219
15:23:20,221
15:23:23,190
15:23:26,246
15:23:29,201
15:23:32,175
15:23:35,228
15:23:38,119
15:23:41,227
15:23:44,234
15:23:47,212
15:23:50,193
15:23:53,218
15:23:56,237
15:23:59,197
15:24:02,207
15:24:05,205
15:24:08,240
15:24:11,217
15:24:14,194
15:24:17,172
15:24:20,212
15:24:23,235
15:24:26,201
15:24:29,226
15:24:32,233
15:24:35,228
15:24:39,220
15:24:42,213
15:24:45,202
15:24:48,215
15:24:51,179
15:24:54,187
15:24:57,189
15:25:00,190
15:25:03,236
15:25:06,234
15:25:09,233
15:25:12,208
15:25:15,201
15:25:18,195
15:25:21,220
15:25:24,178
15:25:27,221
15:25:30,222
15:25:33,181
15:25:36,205
15:25:39,189
15:25:42,168
15:25:45,222
15:25:48,217
15:25:51,180
15:25:54,223
15:25:57,190
15:26:00,197
15:26:03,175
15:26:06,207
15:26:09,215
15:26:12,175
15:26:15,204
15:26:18,216
15:26:21,176
15:26:24,210
15:26:27,42
15:26:30,128
15:26:33,43
15:26:36,320
15:26:39,268
15:26:42,306
15:26:45,294
15:26:48,310
15:26:51,317
15:26:54,310
15:26:57,281
15:27:00,308
15:27:03,302
15:27:06,305
15:27:09,266
15:27:12,300
15:27:15,303
15:27:18,283
15:27:21,287
15:27:24,296
15:27:28,245
15:27:31,297
15:27:34,291
15:27:37,270
15:27:40,288
15:27:43,273
15:27:46,284
15:27:49,256
15:27:52,238
15:27:55,267
15:27:58,263
15:28:01,288
15:28:04,286
15:28:07,271
15:28:10,268
15:28:13,279
15:28:16,254
15:28:19,258
15:28:22,278
15:28:25,274
15:28:28,252
15:28:31,263
15:28:34,254
15:28:37,273
15:28:40,271
15:28:43,264
15:28:46,249
15:28:49,258
15:28:52,263
15:28:55,263
15:28:58,266
15:29:01,243
15:29:04,253
15:29:07,253
15:29:10,254
15:29:13,262
15:29:16,262
15:29:19,259
15:29:22,259
15:29:25,249
15:29:28,233
15:29:31,238
15:29:34,261
15:29:37,243
15:29:40,234
15:29:43,236
15:29:46,254
15:29:49,238
15:29:52,238
15:29:55,220
15:29:58,227
15:30:01,254
15:30:04,243
15:30:07,231
15:30:10,249
15:30:13,240
15:30:17,227
15:30:20,252
15:30:23,238
15:30:26,224
15:30:29,237
15:30:32,220
15:30:35,222
15:30:38,231
15:30:41,244
15:30:44,243
15:30:47,225
15:30:50,229
15:30:53,239
15:30:56,219
15:30:59,230
15:31:02,240
15:31:05,221
15:31:08,235
15:31:11,237
15:31:14,215
15:31:17,231
15:31:20,237
15:31:23,233
15:31:26,224
15:31:29,220
15:31:32,234
15:31:35,172
15:31:38,194
15:31:41,232
15:31:44,220
15:31:47,223
15:31:50,214
15:31:53,239
15:31:56,220
15:31:59,227
15:32:02,210
15:32:05,215
15:32:08,177
15:32:11,215
15:32:14,219
15:32:17,217
15:32:20,218
15:32:23,200
15:32:26,206
15:32:29,221
15:32:32,220
15:32:35,210
15:32:38,201
15:32:41,433
15:32:44,517
15:32:47,585
15:32:50,562
15:32:53,553
15:32:56,599
15:32:59,594
15:33:03,589
15:33:06,583
15:33:09,574
15:33:12,565
15:33:15,558
15:33:18,552
15:33:21,541
15:33:24,542
15:33:27,543
15:33:30,546
15:33:33,551
15:33:36,553
15:33:39,556
15:33:42,559
15:33:45,551
15:33:48,547
15:33:51,567
15:33:54,559
15:33:57,554
15:34:00,559
15:34:03,553
15:34:06,554
15:34:09,549
15:34:12,549
15:34:15,549
15:34:18,547
15:34:21,550
15:34:24,561
15:34:27,559
15:34:30,555
15:34:33,553
15:34:36,548
15:34:39,554
15:34:42,528
15:34:45,570
15:34:48,555
15:34:51,531
15:34:54,561
15:34:57,554
15:35:00,545
15:35:03,560
15:35:06,548
15:35:09,555
15:35:12,560
15:35:15,547
15:35:18,560
15:35:21,551
15:35:24,547
15:35:27,555
15:35:30,548
15:35:33,555
15:35:36,546
15:35:39,545
15:35:42,548
15:35:45,557
15:35:48,550
15:35:52,564
15:35:55,544
15:35:58,568
15:36:01,555
15:36:04,558
15:36:07,557
15:36:10,552
15:36:13,554
15:36:16,555
15:36:19,551
15:36:22,555
15:36:25,558
15:36:28,554
15:36:31,554
15:36:34,561
15:36:37,561
15:36:40,557
15:36:43,548
15:36:46,539
15:36:49,554
15:36:52,559
15:36:55,556
15:36:58,554
15:37:01,545
15:37:04,544
15:37:07,549
15:37:10,556
15:37:13,564
15:37:16,541
15:37:19,560
15:37:22,584
15:37:25,560
15:37:28,546
15:37:31,546
15:37:34,558
15:37:37,562
15:37:40,573
15:37:43,562
15:37:46,555
15:37:49,554
15:37:52,555
15:37:55,561
15:37:58,564
15:38:01,574
15:38:04,559
15:38:07,560
15:38:10,556
15:38:13,534
15:38:16,544
15:38:19,550
15:38:22,561
15:38:25,561
15:38:28,567
15:38:31,567
15:38:34,563
15:38:37,561
15:38:40,564
15:38:44,557
15:38:47,546
15:38:50,559
15:38:53,562
15:38:56,565
15:38:59,574
15:39:02,562
15:39:05,562
15:39:08,560
15:39:11,539
15:39:14,558
15:39:17,565
15:39:20,565
15:39:23,586
15:39:26,568
15:39:29,565
15:39:32,563
15:39:35,534
15:39:38,556
15:39:41,569
15:39:44,558
15:39:47,565
15:39:50,568
15:39:53,564
15:39:56,551
15:39:59,553
15:40:02,559
15:40:05,566
15:40:08,568
15:40:11,567
15:40:14,576
15:40:17,557
15:40:20,564
15:40:23,540
15:40:26,534
15:40:29,563
15:40:32,569
15:40:35,562
15:40:38,569
15:40:41,566
15:40:44,566
15:40:47,583
15:40:50,579
15:40:53,571
15:40:56,573
15:40:59,569
15:41:02,567
15:41:05,546
15:41:08,547
15:41:11,561
15:41:14,567
15:41:17,572
15:41:20,571
15:41:23,555
15:41:26,567
15:41:29,582
15:41:33,566
15:41:36,565
15:41:39,552
15:41:42,566
15:41:45,576
15:41:48,571
15:41:51,547
15:41:54,559
15:41:57,572
15:42:00,578
15:42:03,569
15:42:06,549
15:42:09,571
15:42:12,572
15:42:15,569
15:42:18,547
15:42:21,571
15:42:24,577
15:42:27,568
15:42:30,567
15:42:33,564
15:42:36,549
15:42:39,565
15:42:42,571
15:42:45,572
15:42:48,564
15:42:51,578
15:42:54,583
15:42:57,584
15:43:00,585
15:43:03,581
15:43:06,579
15:43:09,581
15:43:12,580
15:43:15,581
15:43:18,576
15:43:21,582
15:43:24,575
15:43:27,572
15:43:30,570
15:43:33,561
15:43:36,566
15:43:39,585
15:43:42,571
15:43:45,549
15:43:48,579
15:43:51,580
15:43:54,580
15:43:57,571
15:44:00,575
15:44:03,545
15:44:06,578
15:44:09,565
15:44:12,587
15:44:15,566
15:44:18,581
15:44:22,582
15:44:25,570
15:44:28,572
15:44:31,569
15:44:34,566
15:44:37,574
15:44:40,576
15:44:43,548
15:44:46,574
15:44:49,576
15:44:52,579
15:44:55,594
15:44:58,554
15:45:01,589
15:45:04,586
15:45:07,569
15:45:10,585
15:45:13,568
15:45:16,576
15:45:19,574
15:45:22,578
15:45:25,585
15:45:28,574
15:45:31,577
15:45:34,580
15:45:37,550
15:45:40,583
15:45:43,584
15:45:46,578
15:45:49,582
15:45:52,556
15:45:55,572
15:45:58,568
15:46:01,572
15:46:04,581
15:46:07,556
15:46:10,599
15:46:13,561
15:46:16,573
15:46:19,575
15:46:22,582
15:46:25,578
15:46:28,581
15:46:31,584
15:46:34,554
15:46:37,586
15:46:40,566
15:46:43,582
15:46:46,595
15:46:49,590
15:46:52,575
15:46:55,588
15:46:58,584
15:47:01,561
15:47:04,566
15:47:07,571
15:47:10,565
15:47:13,577
15:47:17,584
15:47:20,565
15:47:23,587
15:47:26,581
15:47:29,585
15:47:32,573
15:47:35,561
15:47:38,581
15:47:41,584
15:47:44,564
15:47:47,580
15:47:50,595
15:47:53,599
15:47:56,583
15:47:59,584
15:48:02,580
15:48:05,554
15:48:08,584
15:48:11,585
15:48:14,588
15:48:17,585
15:48:20,585
15:48:23,585
15:48:26,579
15:48:29,576
15:48:32,555
15:48:35,578
15:48:38,585
15:48:41,586
15:48:44,591
15:48:47,593
15:48:50,601
15:48:53,603
15:48:56,592
15:48:59,586
15:49:02,586
15:49:05,604
15:49:08,592
15:49:11,593
15:49:14,595
15:49:17,604
15:49:20,585
15:49:23,601
15:49:26,590
15:49:29,590
15:49:32,577
15:49:35,585
15:49:38,599
15:49:41,605
15:49:44,579
15:49:47,591
15:49:50,604
15:49:53,575
15:49:56,584
15:49:59,594
15:50:02,572
15:50:06,585
15:50:09,588
15:50:12,569
15:50:15,600
15:50:18,583
15:50:21,586
15:50:24,587
15:50:27,599
15:50:30,591
15:50:33,589
15:50:36,594
15:50:39,594
15:50:42,599
15:50:45,569
15:50:48,603
15:50:51,569
15:50:54,608
15:50:57,591
15:51:00,595
15:51:03,593
15:51:06,595
15:51:09,578
15:51:12,595
15:51:15,600
15:51:18,586
15:51:21,596
15:51:24,605
15:51:27,575
15:51:30,611
15:51:33,593
15:51:36,589
15:51:39,600
15:51:42,597
15:51:45,591
15:51:48,578
15:51:51,574
15:51:54,591
15:51:57,597
15:52:00,592
15:52:03,608
15:52:06,585
15:52:09,595
15:52:12,589
15:52:15,597
15:52:18,615
15:52:21,597
15:52:24,577
15:52:27,595
15:52:30,592
15:52:33,602
15:52:36,592
15:52:39,571
15:52:42,598
15:52:45,593
15:52:48,613
15:52:51,603
15:52:54,599
15:52:58,591
15:53:01,583
15:53:04,600
15:53:07,600
15:53:10,613
15:53:13,597
15:53:16,573
15:53:19,600
15:53:22,602
15:53:25,592
15:53:28,603
15:53:31,600
15:53:34,600
15:53:37,573
15:53:40,598
15:53:43,591
15:53:46,612
15:53:49,597
15:53:52,603
15:53:44,603
15:53:47,600
15:53:50,604
15:53:53,601
15:53:56,601
15:53:59,601
15:54:02,601
15:54:05,588
15:54:08,593
15:54:11,578
15:54:14,596
15:54:17,600
15:54:20,602
15:54:23,609
15:54:26,604
15:54:29,595
15:54:32,578
15:54:35,593
15:54:38,604
